,BSE Buy QTY,BSE Open,BSE Prev Close,BSE Price,BSE Sell QTY,BSE Vol,BSE Vol 10,BSE Vol 30,BSE Vol 5,NSE Open,NSE Prev Close,NSE Price,NSE Vol,NSE Vol 10,NSE Vol 30,NSE Vol 5,Senti Buy,Senti Hold,Senti Recommend,Senti Sell,Stock Name,Stock Sector
123,4462,899.15,900.10,896.00,3572,370,"54,087","20,534","2,833",902.00,903.05,895.70,"11,418","117,183","70,867","53,192",,,,,Dr Lal PathLabs Ltd.,PHARMACEUTICALS
124,21.97 K,2450.00,2487.50,2473.55,19.74 K,"45,996","29,096","41,343","33,998",2440.00,2490.35,2471.75,"512,940","345,080","474,138","347,167",56%,5%,56% buying,39%,Dr Reddys Laboratories Ltd.,PHARMACEUTICALS
125,7774,1545.00,1539.15,1546.55,6253,"1,346","5,208","10,404","4,602",1540.00,1540.20,1550.00,"10,791","41,401","137,750","30,406",100%,,,,eClerx Services Ltd.,COMPUTERS - SOFTWARE MEDIUM & SMALL
126,38.18 K,280.30,279.90,284.10,65.91 K,"74,081","253,857","396,696","300,791",281.25,280.05,284.20,"1,681,334","2,246,009","1,889,766","2,701,300",72%,6%,72% buying,22%,Edelweiss Financial Services Ltd.,FINANCE - GENERAL
127,753,28015.05,27987.45,27753.00,780,605,"3,812","4,209","4,788",28009.45,28009.45,27763.75,"17,538","55,318","44,348","46,717",59%,14%,59% buying,27%,Eicher Motors Ltd.,AUTO - LCVS & HCVS
128,13.38 K,372.20,357.90,349.35,11.35 K,"13,898","33,059","25,864","19,544",356.00,358.75,348.15,"55,347","116,846","122,209","84,427",100%,,,100%,EID Parry (India) Ltd.,SUGAR
129,14.21 K,197.15,198.20,204.45,12.51 K,"37,625","111,165","53,206","131,950",196.65,198.75,204.60,"269,083","827,386","429,168","778,321",86%,,,,EIH Ltd.,HOTELS
130,7044,302.00,302.05,305.50,5985,"3,203","78,574","34,029","9,266",299.15,302.10,305.50,"23,999","92,615","97,508","39,971",100%,,,,Elgi Equipments Ltd.,COMPRESSORS
131,7163,1262.15,1263.65,1242.30,4386,"4,649","5,792","4,667","6,067",1270.95,1262.25,1242.35,"80,265","228,521","162,095","136,767",100%,,,,Emami Ltd.,PERSONAL CARE
132,5225,1277.05,1276.75,1270.00,4555,"4,059","3,259","46,702","3,376",1280.15,1280.00,1267.00,"22,853","46,833","84,310","53,677",100%,,,,Endurance Technologies Ltd.,AUTO - 2 & 3 WHEELERS
133,1.97 L,180.50,180.45,177.10,2.01 L,"83,803","377,153","253,170","360,972",181.00,180.55,176.55,"1,554,779","2,137,265","2,398,373","2,648,885",79%,,,21%,Engineers India Ltd.,INFRASTRUCTURE - GENERAL
134,5891,767.00,780.60,767.00,4238,125,"21,639","15,496",856,770.00,778.50,768.05,"3,256","70,782","45,143","12,917",,,,,Entertainment Network India Ltd.,MEDIA & ENTERTAINMENT
135,1.98 L,156.00,154.95,154.05,1.97 L,"102,781","390,365","284,700","386,866",154.30,155.15,154.00,"728,178","3,805,671","2,586,992","3,558,118",100%,,,,Equitas Holdings Ltd.,FINANCE - GENERAL
136,29.4 K,228.70,224.65,232.00,32.38 K,"121,457","297,062","216,640","226,182",224.90,224.55,231.65,"422,009","1,519,062","1,193,648","965,341",67%,,,33%,Eros International Media Ltd.,MEDIA & ENTERTAINMENT
137,69.25 K,768.00,771.05,782.65,72.79 K,"65,611","160,208","157,064","159,355",776.00,772.45,783.40,"427,007","1,148,419","1,172,086","789,265",76%,6%,76% buying,18%,Escorts Ltd.,AUTO - TRACTORS
138,9219,298.95,294.90,295.00,9804,"2,374","6,907","6,587","5,525",297.95,296.25,297.20,"28,691","43,344","57,219","36,234",100%,,,,Essel Propack Ltd.,PACKAGING
139,9966,445.45,444.25,445.50,5297,"9,183","78,929","38,491","10,355",443.30,443.55,445.05,"15,429","193,258","153,348","101,884",100%,,,,Eveready Industries India Ltd.,DRY CELLS
140,2.21 L,222.25,221.75,224.20,2.26 L,"60,337","170,677","174,752","217,313",222.00,221.20,224.45,"882,051","1,766,905","1,683,350","2,311,435",80%,,,20%,Exide Industries Ltd.,AUTO ANCILLARIES
141,11.96 K,235.55,237.95,241.00,7733,"11,795","11,079","20,753","9,313",237.45,238.55,240.20,"53,054","74,099","151,607","57,812",100%,,,,FDC Ltd.,PHARMACEUTICALS
142,3.78 L,103.20,103.10,101.80,4.44 L,"382,954","2,028,307","1,076,479","2,576,856",102.95,103.15,101.65,"6,010,443","14,512,342","9,178,562","21,293,522",86%,1%,86% buying,13%,Federal Bank Ltd.,BANKS - PRIVATE SECTOR
143,16.61 K,744.05,743.00,738.90,8001,"2,648","6,801","22,146","6,180",747.00,741.75,736.50,"24,020","47,087","101,540","46,393",67%,,,33%,Finolex Cables Ltd.,CABLES - TELEPHONE
144,9167,666.00,662.40,661.25,6613,"2,294","8,346","20,394","4,654",665.25,665.20,658.50,"8,108","87,473","59,580","128,844",43%,,,57%,Finolex Industries Ltd.,PETROCHEMICALS
145,1.84 L,45.00,44.65,44.10,4.68 L,"749,311","2,265,061","1,221,417","2,270,408",44.60,44.70,44.05,"2,585,043","12,473,456","6,280,571","11,023,898",88%,,,12%,Firstsource Solutions Ltd.,COMPUTERS - SOFTWARE MEDIUM & SMALL
146,3324,3300.00,3295.35,3297.00,7040,"12,708","24,769","43,481","24,473",,,,,,,,91%,,,9%,Force Motors Ltd.,AUTO - LCVS & HCVS
147,2.41 L,145.50,145.45,147.50,2.82 L,"377,605","1,676,106","1,592,831","1,887,626",145.10,145.45,147.60,"3,732,842","9,996,723","9,970,130","7,824,535",78%,,,22%,Fortis Healthcare  Ltd.,HOSPITALS & MEDICAL SERVICES
148,1.43 L,69.00,68.20,68.80,1.23 L,"272,386","747,387","1,322,382","823,290",69.00,68.25,68.70,"1,639,513","5,129,513","8,935,432","4,767,167",91%,,,9%,Future Consumer  Ltd.,FINANCE - INVESTMENTS
149,10.81 K,373.80,369.00,385.10,9917,"4,415","7,217","8,571","5,007",366.00,372.10,386.10,"87,909","103,968","89,497","55,135",100%,,,,Future Lifestyle Fashions Ltd.,RETAIL
150,7873,530.65,530.60,538.35,8525,"17,744","21,953","20,589","15,371",531.00,531.60,538.55,"207,786","396,396","360,086","355,451",89%,,,,Future Retail Ltd.,RETAIL
151,1.22 L,469.05,468.90,453.50,1.28 L,"114,749","145,298","212,939","209,858",470.05,468.75,453.85,"3,354,322","2,558,093","3,551,591","2,971,123",77%,5%,77% buying,18%,GAIL India Ltd.,OIL DRILLING AND EXPLORATION
152,13.65 K,240.85,235.85,238.80,6898,"5,151","27,488","13,237","19,416",241.90,237.80,238.00,"54,449","245,817","131,635","202,618",50%,,,50%,Gateway Distriparks Ltd.,MISCELLANEOUS
153,57.84 K,137.90,137.40,140.00,76.97 K,"168,062","611,635","377,123","914,241",138.00,137.65,139.80,"1,188,521","4,290,905","2,299,401","6,516,252",96%,,,4%,Gati Ltd.,COURIERS
154,3.45 L,221.20,218.30,216.95,23.53 K,"12,776","1,572,204","675,763","134,431",220.05,218.70,216.00,"116,950","1,172,510","685,092","918,931",75%,,,25%,Gayatri Projects Ltd.,CONSTRUCTION & CONTRACTING - CIVIL
155,8541,930.00,928.00,961.30,5030,"15,864","13,552","6,894","7,360",921.10,934.65,965.00,"84,002","112,118","54,420","64,230",50%,,,50%,GE Power India Ltd.,POWER - TRANSMISSION & EQUIPMENT
156,14.49 K,453.00,451.15,456.40,13.65 K,"13,304","54,773","24,930","34,607",458.80,450.95,457.95,"53,775","330,668","163,020","232,230",67%,,,33%,Great Eastern Shipping Company Ltd.,SHIPPING
157,12.73 K,425.00,423.75,424.45,9090,"3,995","11,544","21,363","11,172",425.75,425.40,424.95,"17,369","79,021","74,118","96,550",,,,,GE T&D; India Ltd.,POWER - TRANSMISSION & EQUIPMENT
158,12.77 K,450.80,448.45,454.85,12.48 K,"13,021","19,741","26,579","23,936",449.95,447.20,456.00,"119,046","141,863","167,179","163,958",77%,,,23%,GIC Housing Finance Ltd.,FINANCE - HOUSING
159,781,6650.05,6670.20,6628.05,216,156,422,"3,188",479,6699.95,6682.35,6611.00,"3,790","6,383","7,441","3,537",100%,,,100%,Gillette India Ltd.,PERSONAL CARE
160,1613,6578.85,6636.85,6632.00,720,117,"6,250","6,625","12,140",6600.00,6641.40,6633.00,"2,193","12,392","11,891","9,041",100%,,,,GlaxoSmithKline Consumer Healthcare Ltd.,FOOD PROCESSING
161,2293,2451.25,2472.50,2455.30,1053,"1,159","2,173","1,931","2,036",2450.75,2473.60,2449.00,"5,647","15,423","14,016","15,486",100%,,,,GlaxoSmithKline Pharmaceuticals Ltd.,PHARMACEUTICALS
162,59.04 K,624.60,624.60,620.05,60.57 K,"20,616","90,354","82,237","62,068",627.45,624.30,619.40,"225,777","1,374,213","1,064,846","727,810",87%,6%,87% buying,7%,Glenmark Pharma Ltd.,PHARMACEUTICALS
163,5.6 L,22.75,22.65,23.05,11.05 L,"3,469,051","7,985,677","7,110,363","10,676,030",22.70,22.65,23.05,"32,026,765","100,653,929","70,697,341","138,700,645",84%,6%,84% buying,10%,GMR Infrastructure Ltd.,INFRASTRUCTURE - GENERAL
164,43.08 K,496.00,494.35,525.00,65.24 K,"783,410","408,813","283,009","695,920",496.90,495.25,524.50,"5,482,404","2,511,076","1,555,585","4,507,247",89%,5%,89% buying,6%,Gujarat Narmada Valley Fertilizers & Chemicals Ltd.,FERTILISERS
165,34.84 K,990.00,988.75,986.55,35.64 K,"6,942","18,576","12,874","17,778",990.00,989.80,986.00,"48,363","154,746","109,732","89,158",100%,,,,Godfrey Phillips India Ltd.,CIGARETTES
166,52.73 K,1049.00,1048.70,1084.00,49.82 K,"37,028","19,856","12,924","34,238",1045.00,1050.95,1084.65,"522,140","500,413","441,533","756,860",68%,,,32%,Godrej Consumer Products Ltd.,PERSONAL CARE
167,86.82 K,623.65,619.60,617.00,89.63 K,"21,823","58,871","39,602","39,338",623.00,621.85,616.55,"445,639","493,885","418,730","304,176",100%,,,,Godrej Industries Ltd.,PERSONAL CARE
168,15.23 K,822.00,822.20,854.90,8327,"588,309","70,249","34,433","74,386",824.05,824.05,854.35,"354,145","307,708","191,935","170,591",71%,,,29%,Godrej Properties Ltd.,CONSTRUCTION & CONTRACTING - REAL ESTATE
169,2.77 L,137.00,135.90,138.80,2.9 L,"104,748","301,411","237,580","271,701",136.90,135.60,138.50,"1,128,531","3,112,666","2,511,291","2,340,934",100%,,,,Granules India Ltd.,PHARMACEUTICALS
170,51.51 K,1218.40,1220.75,1229.00,53.54 K,"17,254","143,697","93,333","83,728",1224.00,1223.55,1229.00,"241,531","905,083","743,097","962,002",83%,,,,Grasim Industries Ltd.,DIVERSIFIED
171,48.76 K,137.90,137.70,138.30,52.94 K,"68,700","322,143","309,461","294,377",137.85,137.25,138.05,"504,232","2,040,829","1,713,254","1,366,374",95%,,,5%,Greaves Cotton Ltd.,ENGINES
172,8943,382.00,371.75,372.60,6149,"1,208","47,686","111,932","5,627",376.70,371.35,373.95,"12,825","128,044","197,876","50,905",75%,,,25%,Greenply Industries Ltd.,MISCELLANEOUS
173,7503,555.60,547.35,550.35,3723,74,"30,086","11,452","53,674",555.00,547.40,545.15,"6,813","88,825","39,317","136,890",100%,,,,Grindwell Norton Ltd.,ABRASIVES
174,22.78 K,689.00,691.35,622.20,29.21 K,"209,372","87,950","38,311","155,562",690.10,687.80,620.30,"1,792,362","847,473","380,451","1,494,763",80%,4%,80% buying,16%,GRUH Finance Ltd.,FINANCE - HOUSING
175,2.89 L,151.20,152.50,156.35,2.96 L,"282,631","391,244","342,013","475,292",151.00,152.50,156.30,"1,816,390","3,602,796","2,869,215","4,513,695",100%,,,,Gujarat State Fertilizers & Chemicals Ltd.,FERTILISERS
176,10.73 K,875.00,873.85,894.55,6486,"12,347","58,217","33,954","59,993",876.00,876.00,892.75,"111,710","368,777","223,333","363,636",89%,,,11%,Gujarat Alkalies and Chemicals Ltd.,CHEMICALS
177,7885,890.00,884.35,875.95,5353,"5,828","4,381","4,727","4,764",895.00,888.85,881.25,"13,340","79,899","63,769","103,488",100%,,,,Gujarat Fluorochemicals Ltd.,CHEMICALS
178,20.4 K,327.90,323.55,326.50,29.12 K,"28,126","151,373","142,784","218,720",325.00,324.00,327.00,"184,824","765,259","836,035","1,223,713",67%,,,,Gujarat Heavy Chemicals Ltd.,CHEMICALS
179,30.64 K,150.10,150.30,150.80,35.44 K,"32,116","73,986","71,512","86,450",150.95,149.75,150.90,"180,002","358,067","424,016","384,560",50%,,,50%,Gujarat Mineral Development Corporation Ltd.,MINING & MINERALS
180,18 K,211.00,212.70,209.80,20.28 K,"27,517","181,720","114,289","244,293",211.20,211.10,209.70,"163,765","562,874","785,398","626,980",100%,,,,Gujarat State Petronet Ltd.,OIL DRILLING AND EXPLORATION
181,8366,870.00,866.20,867.35,4088,"2,034","6,951","5,478","6,114",859.00,866.75,871.00,"9,583","51,329","55,959","41,444",100%,,,,Gujarat Gas Ltd.,OIL DRILLING AND EXPLORATION
182,22.68 K,153.60,152.70,150.85,21.81 K,"25,928","217,888","106,340","136,837",153.50,153.15,150.75,"473,578","2,232,990","1,055,772","1,097,742",82%,9%,82% buying,9%,Gujarat Pipavav Port Ltd.,SHIPPING
183,5388,933.15,925.40,895.30,4061,915,"4,247","2,307","2,974",932.80,923.25,897.10,"5,723","40,175","31,043","51,221",100%,,,,Gulf Oil Lubricants India Ltd.,LUBRICANTS
184,89.52 K,43.00,42.10,41.85,57.34 K,"100,453","1,686,592","606,488","2,083,993",42.25,42.10,41.80,"2,500,134","4,998,325","1,899,617","7,309,495",100%,,,,Hathway Cable and Datacom Ltd.,MEDIA & ENTERTAINMENT
185,10.41 K,835.00,834.50,810.00,7319,"12,326","13,043","6,453","22,670",836.00,833.20,814.70,"32,075","59,700","59,184","92,559",83%,,,17%,Hatsun Agro Products Ltd.,FOOD PROCESSING
186,1.05 L,547.00,546.95,542.45,1.12 L,"38,404","67,610","72,105","61,466",548.60,547.60,543.15,"715,822","799,544","1,121,495","731,182",61%,9%,61% buying,30%,Havells India Ltd.,ELECTRIC EQUIPMENT
187,1.7 L,58.85,58.45,58.70,2.13 L,"632,433","1,306,173","1,394,546","927,607",58.85,58.50,58.60,"1,370,172","5,141,823","5,517,439","3,317,576",82%,9%,82% buying,9%,HCL Infosystems Ltd.,COMPUTERS - HARDWARE
188,56.03 K,952.00,957.75,950.50,61.05 K,"29,523","123,082","70,325","181,116",960.00,958.30,950.70,"1,068,625","1,904,945","1,571,107","2,361,675",70%,,,30%,HCL Technologies Ltd.,COMPUTERS - SOFTWARE
189,40.45 K,1912.00,1900.45,1881.75,52.94 K,"436,334","657,601","458,732","1,193,533",1901.00,1901.25,1881.20,"2,377,335","3,881,492","2,710,528","5,584,230",55%,4%,55% buying,41%,Housing Development Finance Corporation Ltd.,FINANCE - HOUSING
190,50.06 K,1960.00,1951.20,1974.50,50.81 K,"340,446","75,664","210,945","114,727",1960.00,1952.20,1973.75,"1,329,843","1,823,010","1,590,830","2,501,643",65%,3%,65% buying,32%,HDFC Bank Ltd.,BANKS - PRIVATE SECTOR
191,5.85 L,61.50,61.00,61.60,7.06 L,"1,662,095","3,628,474","3,200,630","4,079,941",61.00,60.90,61.60,"7,969,016","24,836,486","22,134,212","27,691,696",73%,7%,73% buying,20%,Housing Development and Infrastructure Ltd.,CONSTRUCTION & CONTRACTING - REAL ESTATE
192,19.58 K,162.20,162.55,161.85,18.47 K,"21,258","134,967","76,247","216,973",163.00,162.35,162.15,"102,574","735,446","453,500","1,071,054",100%,,,,HeidelbergCement India Ltd.,CEMENT - MAJOR
193,8626,791.00,802.65,789.10,4006,"1,101","3,004","3,305","3,830",792.00,800.40,791.90,"14,225","30,818","43,680","30,827",60%,,,40%,Heritage Foods Ltd.,FOOD PROCESSING
194,17.98 K,3603.20,3590.75,3611.45,18.17 K,"4,696","53,454","35,817","84,554",3592.75,3589.75,3612.80,"203,232","316,359","353,014","328,766",83%,,,17%,Hero Motocorp Ltd.,AUTO - 2 & 3 WHEELERS
195,1.55 L,348.10,350.80,350.90,1.64 L,"21,653","59,808","70,572","41,387",352.40,350.40,351.05,"641,725","871,379","1,102,713","792,644",100%,,,,Hexaware Technologies Ltd.,COMPUTERS - SOFTWARE
196,3.74 L,32.75,32.45,32.10,4.61 L,"1,089,099","3,592,191","3,231,695","3,105,401",32.80,32.50,32.10,"4,287,380","15,229,400","13,229,440","11,566,851",87%,3%,87% buying,10%,Himachal Futuristic Communication Ltd.,TELECOMMUNICATIONS - EQUIPMENT
197,10.92 K,390.00,392.75,393.85,7231,"14,084","30,685","23,481","19,266",392.00,391.70,395.80,"35,248","167,761","155,500","97,525",100%,,,,Himatsingka Seide Ltd.,TEXTILES - SYNTHETIC & SILK
198,8.71 L,37.10,36.95,38.40,9.6 L,"1,393,180","2,027,098","2,071,761","2,219,161",37.10,36.90,38.40,"9,564,875","15,082,847","11,993,234","15,118,727",81%,,,19%,Hindustan Construction Company Ltd.,CONSTRUCTION & CONTRACTING - CIVIL
199,1.14 L,87.40,86.85,90.65,1.59 L,"554,372","682,549","1,038,076","608,183",87.40,86.90,90.60,"2,929,347","3,326,493","5,437,573","2,770,997",70%,12%,70% buying,18%,Hindustan Copper Ltd.,METALS - NON FERROUS
200,1.77 L,301.00,300.95,292.35,1.84 L,"133,950","134,592","86,774","164,235",300.50,299.35,292.00,"1,687,811","1,323,926","1,164,443","1,668,058",75%,,,25%,Hindustan Zinc Ltd.,METALS - NON FERROUS
201,2.13 L,258.00,258.20,253.10,2.22 L,"356,986","570,644","482,061","764,969",258.00,258.00,253.20,"4,053,827","7,108,287","8,034,131","8,663,353",73%,7%,73% buying,20%,Hindalco Industries Ltd.,ALUMINIUM
202,271,18004.20,17900.65,17650.00,585,33,209,326,255,17980.80,17913.80,17599.95,448,"1,292","2,802","1,370",100%,,,,Honeywell Automation Ltd.,TELECOMMUNICATIONS - EQUIPMENT
203,1.38 L,407.90,416.55,402.65,1.48 L,"530,653","189,228","282,204","211,856",405.00,416.20,402.10,"7,134,671","3,186,197","3,252,278","3,574,322",77%,3%,77% buying,20%,Hindustan Petroleum Corporation Ltd.,REFINERIES
204,7613,482.40,482.75,486.75,6905,"3,201","37,486","17,898","69,072",484.95,482.05,488.70,"23,952","89,751","71,038","114,013",100%,,,,HSIL Ltd.,CERAMICS & GRANITE
205,45.82 K,1350.00,1362.55,1357.80,51.48 K,"27,408","112,348","74,210","139,285",1363.00,1362.45,1355.45,"482,275","1,153,884","1,009,648","1,517,468",91%,,,9%,Hindustan Unilever Ltd.,PERSONAL CARE
206,2.31 L,353.00,353.55,346.55,2.71 L,"444,040","2,419,071","1,888,664","4,489,161",352.40,353.60,346.55,"10,278,648","19,389,533","13,871,663","30,114,348",22%,1%,77% selling,77%,ICICI Bank Ltd.,BANKS - PRIVATE SECTOR
207,76.91 K,432.00,429.45,439.10,1.01 L,"222,565","164,927","110,991","237,818",434.65,429.70,439.40,"6,232,447","1,923,931","1,252,834","2,483,961",83%,5%,83% buying,12%,ICICI Prudential Life Insurance Company Ltd.,FINANCE - GENERAL
208,33,3950.00,3923.30,3923.30,81,18,803,"2,004",20,3969.05,3969.05,3952.10,153,"2,097","2,597","2,416",,,,,ICRA Ltd.,MISCELLANEOUS
209,5.28 L,60.85,60.40,60.60,5.98 L,"261,956","527,611","448,568","682,208",60.60,60.55,60.70,"1,560,089","3,845,099","3,842,489","4,601,465",89%,,,11%,IDBI Bank,BANKS - PUBLIC SECTOR
210,4.13 L,102.00,102.30,99.90,4.99 L,"584,821","1,859,092","1,481,728","1,487,338",102.20,102.30,99.85,"4,373,549","19,405,829","15,842,256","13,281,261",68%,2%,68% buying,30%,Idea Cellular Ltd.,TELECOMMUNICATIONS - SERVICE
211,8.41 L,58.20,58.00,58.00,8.42 L,"1,447,684","3,787,694","1,655,339","5,675,167",58.00,58.00,57.90,"9,643,264","16,989,336","9,928,745","17,487,289",81%,9%,81% buying,10%,IDFC Ltd.,FINANCE - TERM LENDING INSTITUTIONS
212,6.14 L,58.45,58.60,59.45,6.42 L,"1,005,154","4,487,892","1,998,766","4,470,164",57.80,58.70,59.45,"7,929,983","39,160,312","16,944,396","38,659,141",64%,2%,64% buying,34%,IDFC Bank Ltd.,BANKS - PRIVATE SECTOR
213,11.91 L,30.60,30.20,30.80,16.14 L,"2,105,912","4,293,820","3,461,254","4,016,528",30.70,30.30,30.75,"13,207,081","31,984,846","25,241,829","27,974,156",83%,7%,83% buying,10%,IFCI Ltd.,FINANCE - TERM LENDING INSTITUTIONS
214,1.65 L,311.80,311.65,310.80,1.63 L,"43,029","165,757","175,059","196,924",312.00,311.50,310.90,"954,435","1,849,141","1,788,733","1,824,229",81%,,,19%,Indraprastha Gas Ltd.,OIL DRILLING AND EXPLORATION
215,6441,701.00,702.50,699.15,4465,"9,774","9,579","10,170","9,758",701.00,700.35,699.60,"116,448","140,045","126,190","92,761",100%,,,,IIFL Holdings Ltd.,FINANCE - GENERAL
216,51.49 K,84.35,81.05,83.20,53.71 K,"121,700","199,992","233,730","167,513",84.10,81.35,83.00,"446,543","749,363","1,073,968","559,417",54%,23%,54% buying,23%,ILandFS Transportation Networks Ltd.,INFRASTRUCTURE - GENERAL
217,2.02 L,185.90,184.65,184.50,2.22 L,"1,708,611","514,002","523,720","683,144",185.40,184.70,184.50,"2,994,466","5,754,801","4,746,329","7,632,386",84%,3%,84% buying,13%,India Cements Ltd.,CEMENT - MAJOR
218,35.79 K,1319.00,1301.35,1342.80,37.58 K,"78,067","490,332","265,251","545,323",1304.80,1301.80,1344.05,"1,434,608","1,848,407","1,298,164","2,231,219",82%,,,18%,Indiabulls Housing Finance Ltd.,FINANCE - HOUSING
219,49.54 K,243.70,241.25,243.25,78.41 K,"578,841","1,270,644","889,586","791,415",243.60,241.40,243.35,"2,091,510","12,587,370","9,142,013","7,229,698",87%,6%,87% buying,7%,Indiabulls Real Estate Ltd.,CONSTRUCTION & CONTRACTING - REAL ESTATE
220,53.02 K,276.60,275.40,280.00,68.3 K,"164,480","305,930","264,286","243,039",276.60,274.95,280.75,"1,126,293","1,879,208","1,350,138","1,510,854",92%,,,8%,Indiabulls Ventures Ltd.,FINANCE - INVESTMENTS
221,1.04 L,381.30,381.30,383.40,1.1 L,"38,908","66,585","62,151","74,010",381.70,381.25,383.65,"373,527","896,772","856,247","1,012,227",80%,,,20%,Indian Bank,BANKS - PUBLIC SECTOR
222,31.03 K,142.85,142.00,149.00,73.51 K,"312,062","287,314","160,368","238,903",142.20,142.45,148.95,"3,252,153","2,140,208","1,535,341","1,674,254",83%,,,17%,Indian Hotels Company Ltd.,HOTELS
223,3.33 L,120.30,119.90,116.55,2.79 L,"92,228","387,168","234,657","225,518",120.20,119.80,116.35,"1,254,584","3,382,876","2,258,588","2,131,197",67%,,,33%,Indo Count Industries Ltd.,TEXTILES - SPINNING - COTTON BLENDED
224,28.49 K,274.45,273.55,289.00,8585,"1,365,547","16,627","74,968","12,751",275.25,274.45,289.70,"588,316","163,181","157,252","96,718",100%,,,,Indoco Remedies Ltd.,PHARMACEUTICALS
225,24.68 K,1676.00,1683.30,1684.10,26.36 K,"29,766","58,913","80,075","38,294",1684.00,1684.00,1683.80,"559,279","1,474,401","1,278,221","1,050,291",93%,,,7%,IndusInd Bank Ltd.,BANKS - PRIVATE SECTOR
226,3.19 L,143.70,143.70,148.80,2.79 L,"910,158","874,603","1,699,937","845,185",144.00,143.75,148.55,"3,859,135","4,513,081","9,054,346","4,077,776",73%,12%,73% buying,15%,Infibeam Incorporation Ltd.,MISCELLANEOUS
227,6729,1405.00,1401.75,1421.00,2764,"3,204","2,790","42,472","4,403",1410.00,1406.55,1410.10,"90,950","47,074","85,220","43,723",100%,,,,Info Edge India Ltd.,MISCELLANEOUS
228,55.83 K,1141.70,1143.25,1142.50,86.57 K,"123,485","495,346","370,528","446,589",1132.15,1143.45,1142.85,"2,206,410","6,922,356","4,852,414","7,864,355",69%,2%,69% buying,29%,Infosys Ltd.,COMPUTERS - SOFTWARE
229,7146,825.00,818.35,814.10,5006,"1,302","4,057","6,004","3,168",835.00,819.75,818.40,"5,159","29,954","32,290","19,168",100%,,,,Ingersoll Rand (India) Ltd.,COMPRESSORS
230,10.41 K,282.95,282.05,283.05,6567,"1,718","18,327","14,243","16,239",280.20,284.60,283.50,"174,627","218,141","167,219","170,959",,,,,INOX Leisure Ltd.,MEDIA & ENTERTAINMENT
231,21.39 K,137.00,135.55,136.00,11.93 K,"30,483","54,146","51,416","47,837",136.50,135.90,136.50,"54,225","264,250","229,625","193,483",50%,,,50%,Inox Wind Ltd.,POWER - GENERATION & DISTRIBUTION
232,23.15 K,175.50,174.90,173.50,29.38 K,"53,119","180,220","169,555","174,106",174.90,174.90,173.20,"246,940","861,293","777,595","819,073",80%,,,20%,Intellect Design Arena Ltd.,COMPUTERS - SOFTWARE
233,41.54 K,1220.00,1208.60,1204.15,39.88 K,"12,935","33,947","35,982","14,190",1210.60,1210.60,1204.70,"192,175","417,240","545,857","304,497",86%,,,14%,Interglobe Aviation Ltd.,TRANSPORT & LOGISTICS
234,96.71 K,23.25,23.05,23.00,92.48 K,"50,283","113,320","117,492","92,221",23.25,23.15,22.90,"403,610","1,057,122","1,249,093","763,100",40%,,,60%,Indian Overseas Bank,BANKS - PUBLIC SECTOR
235,1.1 L,387.50,385.70,382.15,1.24 L,"66,213","373,468","235,575","449,684",388.00,385.95,381.80,"1,204,906","3,621,099","3,508,604","4,097,846",88%,,,12%,Indian Oil Corporation Ltd.,REFINERIES
236,13.95 K,577.00,579.30,573.30,8946,"2,704","13,956","54,018","13,461",583.00,579.80,575.05,"78,442","102,288","237,304","130,551",,,,,Ipca Laboratories Ltd.,PHARMACEUTICALS
237,1.31 L,236.85,236.85,238.50,1.43 L,"31,162","143,251","150,511","137,153",236.80,236.85,238.60,"527,066","1,489,820","2,074,508","1,555,388",58%,,,42%,IRB Infrastructure Developers Ltd.,INFRASTRUCTURE - GENERAL
238,887,8036.00,8117.35,8070.00,1245,355,"5,613","4,894","2,909",,,,,,,,100%,,,100%,ISGEC Heavy Engineering Ltd.,ENGINEERING - HEAVY
239,2.64 L,275.00,273.85,272.60,3.13 L,"281,319","1,034,225","972,391","1,169,231",275.00,274.55,272.65,"5,122,917","16,808,233","11,874,800","18,400,585",90%,2%,90% buying,8%,ITC Ltd.,CIGARETTES
240,9658,212.90,215.45,213.00,7470,"1,358","18,107","21,637","19,375",217.75,216.55,213.00,"24,382","89,760","119,659","96,677",100%,,,,ITD Cementation India Ltd.,CONSTRUCTION & CONTRACTING - CIVIL
241,5476,333.00,320.30,337.00,5492,"16,678","26,603","24,438","20,601",326.00,320.40,336.70,"164,440","157,390","135,885","97,046",89%,,,11%,J Kumar Infraprojects Ltd.,CONSTRUCTION & CONTRACTING - CIVIL
242,5661,1105.00,1123.95,1127.95,3899,"3,228","4,991","4,846","3,563",1135.00,1128.15,1127.05,"6,328","49,519","42,596","70,947",100%,,,100%,J. K. Cement Ltd.,CEMENT - MAJOR
243,21.31 K,176.00,175.95,176.65,3519,"1,779","9,354","24,009","5,844",180.85,176.35,177.95,"22,016","151,118","267,168","58,168",,,,,Jagran Prakashan Ltd.,MEDIA & ENTERTAINMENT
244,53.99 K,189.00,186.95,192.25,85.09 K,"608,920","770,856","842,390","536,957",189.00,187.65,192.15,"1,927,731","3,640,569","3,966,146","2,264,952",94%,,,6%,Jai Corp Ltd.,STEEL - GP & GC SHEETS
245,4.9 L,136.00,135.80,136.85,5.85 L,"526,941","1,528,926","1,706,798","1,374,334",136.60,136.00,136.80,"4,170,143","13,788,968","11,847,712","11,337,624",90%,2%,90% buying,8%,Jain Irrigation Systems Ltd.,PLASTICS
